clave_entidad,entidad,clave_municipio_inegi,clave_municipio_ife,municipio
14,Jalisco,14080,14081,San Sebastian del Oeste
14,Jalisco,14081,14082,Santa Maria de los Angeles
14,Jalisco,14082,14083,Sayula
14,Jalisco,14083,14084,Tala
14,Jalisco,14084,14085,Talpa de Allende
14,Jalisco,14085,14086,Tamazula de Gordiano
14,Jalisco,14086,14087,Tapalpa
14,Jalisco,14087,14088,Tecalitlan
14,Jalisco,14088,14089,Tecolotlan
14,Jalisco,14089,14090,Techaluta de Montenegro
14,Jalisco,14090,14091,Tenamaxtlan
14,Jalisco,14091,14092,Teocaltiche
14,Jalisco,14092,14093,Teocuitatlan de Corona
14,Jalisco,14093,14094,Tepatitlan de Morelos
14,Jalisco,14094,14095,Tequila
14,Jalisco,14095,14096,Teuchitlan
14,Jalisco,14096,14097,Tizapan El Alto
14,Jalisco,14097,14098,Tlajomulco de Zuñiga
14,Jalisco,14098,14099,Tlaquepaque
14,Jalisco,14099,14100,Toliman
14,Jalisco,14100,14101,Tomatlan
14,Jalisco,14101,14102,Tonala
14,Jalisco,14102,14103,Tonaya
14,Jalisco,14103,14104,Tonila
14,Jalisco,14104,14105,Totatiche
14,Jalisco,14105,14106,Tototlan
14,Jalisco,14106,14107,Tuxcacuesco
14,Jalisco,14107,14108,Tuxcueca
14,Jalisco,14108,14109,Tuxpan
14,Jalisco,14109,14110,Union de San Antonio
14,Jalisco,14110,14111,Union de Tula
14,Jalisco,14111,14112,Valle de Guadalupe
14,Jalisco,14112,14113,Valle de Juarez
14,Jalisco,14113,14024,San Gabriel
14,Jalisco,14114,14114,Villa Corona
14,Jalisco,14115,14115,Villa Guerrero
14,Jalisco,14116,14116,Villa Hidalgo
14,Jalisco,14117,14117,Cañadas de Obregon
14,Jalisco,14118,14118,Yahualica de Gonzalez Gallo
14,Jalisco,14119,14119,Zacoalco de Torres
14,Jalisco,14120,14120,Zapopan
14,Jalisco,14121,14121,Zapotiltic
14,Jalisco,14122,14122,Zapotitlan de Vadillo
14,Jalisco,14123,14123,Zapotlan del Rey
14,Jalisco,14124,14124,Zapotlanejo
14,Jalisco,14125,14125,San Ignacio Cerro Gordo
15,México,15001,15001,Acambay
15,México,15002,15002,Acolman
15,México,15003,15003,Aculco
15,México,15004,15004,Almoloya de Alquisiras
15,México,15005,15005,Almoloya de Juarez
15,México,15006,15006,Almoloya del Rio
15,México,15007,15007,Amanalco
15,México,15008,15008,Amatepec
15,México,15009,15009,Amecameca
15,México,15010,15010,Apaxco
15,México,15011,15011,Atenco
15,México,15012,15012,Atizapan
15,México,15013,15013,Atizapan de Zaragoza
15,México,15014,15014,Atlacomulco
15,México,15015,15015,Atlautla
15,México,15016,15016,Axapusco
15,México,15017,15017,Ayapango
15,México,15018,15018,Calimaya
15,México,15019,15019,Capulhuac
15,México,15020,15020,Coacalco de Berriozabal
15,México,15021,15021,Coatepec Harinas
15,México,15022,15022,Cocotitlan
15,México,15023,15023,Coyotepec
15,México,15024,15024,Cuautitlan
15,México,15025,15026,Chalco
15,México,15026,15027,Chapa de Mota
15,México,15027,15028,Chapultepec
15,México,15028,15029,Chiautla
15,México,15029,15030,Chicoloapan
15,México,15030,15031,Chiconcuac
15,México,15031,15032,Chimalhuacan
15,México,15032,15033,Donato Guerra
15,México,15033,15034,Ecatepec de Morelos
15,México,15034,15035,Ecatzingo
15,México,15035,15036,Huehuetoca
15,México,15036,15037,Hueypoxtla
15,México,15037,15038,Huixquilucan
15,México,15038,15039,Isidro Fabela
15,México,15039,15040,Ixtapaluca
15,México,15040,15041,Ixtapan de la Sal
15,México,15041,15042,Ixtapan del Oro
15,México,15042,15043,Ixtlahuaca
15,México,15043,15044,Xalatlaco
15,México,15044,15045,Jaltenco
15,México,15045,15046,Jilotepec
15,México,15046,15047,Jilotzingo
15,México,15047,15048,Jiquipilco
15,México,15048,15049,Jocotitlan
15,México,15049,15050,Joquicingo
15,México,15050,15051,Juchitepec
15,México,15051,15052,Lerma
15,México,15052,15053,Malinalco
15,México,15053,15054,Melchor Ocampo
15,México,15054,15055,Metepec
15,México,15055,15056,Mexicaltzingo
15,México,15056,15057,Morelos
15,México,15057,15058,Naucalpan de Juarez
15,México,15058,15060,Nezahualcoyotl
15,México,15059,15059,Nextlalpan
15,México,15060,15061,Nicolas Romero
15,México,15061,15062,Nopaltepec
15,México,15062,15063,Ocoyoacac
15,México,15063,15064,Ocuilan
15,México,15064,15065,Oro--El
15,México,15065,15066,Otumba
15,México,15066,15067,Otzoloapan
15,México,15067,15068,Otzolotepec
15,México,15068,15069,Ozumba
15,México,15069,15070,Papalotla
15,México,15070,15071,Paz--La
15,México,15071,15072,Polotitlan
15,México,15072,15073,Rayon
15,México,15073,15074,San Antonio la Isla
15,México,15074,15075,San Felipe del Progreso
15,México,15075,15076,San Martin de las Piramides
15,México,15076,15077,San Mateo Atenco
15,México,15077,15078,San Simon de Guerrero
15,México,15078,15079,Santo Tomas
15,México,15079,15080,Soyaniquilpan de Juarez
15,México,15080,15081,Sultepec
15,México,15081,15082,Tecamac
15,México,15082,15083,Tejupilco
15,México,15083,15084,Temamatla
15,México,15084,15085,Temascalapa
15,México,15085,15086,Temascalcingo
15,México,15086,15087,Temascaltepec
15,México,15087,15088,Temoaya
15,México,15088,15089,Tenancingo
15,México,15089,15090,Tenango del Aire
15,México,15090,15091,Tenango del Valle
15,México,15091,15092,Teoloyucan
15,México,15092,15093,Teotihuacan
15,México,15093,15094,Tepetlaoxtoc
15,México,15094,15095,Tepetlixpa
15,México,15095,15096,Tepotzotlan
15,México,15096,15097,Tequixquiac
15,México,15097,15098,Texcaltitlan
15,México,15098,15099,Texcalyacac
15,México,15099,15100,Texcoco
15,México,15100,15101,Tezoyuca
15,México,15101,15102,Tianguistenco
15,México,15102,15103,Timilpan
15,México,15103,15104,Tlalmanalco
15,México,15104,15105,Tlalnepantla de Baz
15,México,15105,15106,Tlatlaya
15,México,15106,15107,Toluca
15,México,15107,15108,Tonatico
15,México,15108,15109,Tultepec
15,México,15109,15110,Tultitlan
15,México,15110,15111,Valle de Bravo
15,México,15111,15112,Villa de Allende
15,México,15112,15113,Villa del Carbon
15,México,15113,15114,Villa Guerrero
15,México,15114,15115,Villa Victoria
15,México,15115,15116,Xonacatlan
15,México,15116,15117,Zacazonapan
15,México,15117,15118,Zacualpan
15,México,15118,15119,Zinacantepec
15,México,15119,15120,Zumpahuacan
15,México,15120,15121,Zumpango
15,México,15121,15025,Cuautitlan Izcalli
15,México,15122,15122,Valle de Chalco Solidaridad
15,México,15123,15123,Luvianos
15,México,15124,15124,San Jose del Rincon
15,México,15125,15125,Tonanitla
16,Michoacán,16001,16001,Acuitzio
16,Michoacán,16002,16002,Aguililla
16,Michoacán,16003,16003,Alvaro Obregon
16,Michoacán,16004,16004,Angamacutiro
16,Michoacán,16005,16005,Angangueo
16,Michoacán,16006,16006,Apatzingan
16,Michoacán,16007,16007,Aporo
16,Michoacán,16008,16008,Aquila
16,Michoacán,16009,16009,Ario
16,Michoacán,16010,16010,Arteaga
16,Michoacán,16011,16011,Briseñas
16,Michoacán,16012,16012,Buenavista
16,Michoacán,16013,16013,Caracuaro
16,Michoacán,16014,16014,Coahuayana
16,Michoacán,16015,16015,Coalcoman de Vazquez Pallares
16,Michoacán,16016,16016,Coeneo
16,Michoacán,16017,16017,Contepec
16,Michoacán,16018,16018,Copandaro
16,Michoacán,16019,16019,Cotija
16,Michoacán,16020,16020,Cuitzeo
16,Michoacán,16021,16021,Charapan
16,Michoacán,16022,16022,Charo
16,Michoacán,16023,16023,Chavinda
16,Michoacán,16024,16024,Cheran
16,Michoacán,16025,16025,Chilchota
16,Michoacán,16026,16026,Chinicuila
16,Michoacán,16027,16027,Chucandiro
16,Michoacán,16028,16028,Churintzio
16,Michoacán,16029,16029,Churumuco
16,Michoacán,16030,16030,Ecuandureo
16,Michoacán,16031,16031,Epitacio Huerta
16,Michoacán,16032,16032,Erongaricuaro
16,Michoacán,16033,16033,Gabriel Zamora
16,Michoacán,16034,16034,Hidalgo
16,Michoacán,16035,16035,Huacana--La
16,Michoacán,16036,16036,Huandacareo
16,Michoacán,16037,16037,Huaniqueo
16,Michoacán,16038,16038,Huetamo
16,Michoacán,16039,16039,Huiramba
16,Michoacán,16040,16040,Indaparapeo
16,Michoacán,16041,16041,Irimbo
16,Michoacán,16042,16042,Ixtlan
16,Michoacán,16043,16043,Jacona
16,Michoacán,16044,16044,Jimenez
16,Michoacán,16045,16045,Jiquilpan
16,Michoacán,16046,16047,Juarez
16,Michoacán,16047,16048,Jungapeo
16,Michoacán,16048,16049,Lagunillas
16,Michoacán,16049,16051,Madero
16,Michoacán,16050,16052,Maravatio
16,Michoacán,16051,16053,Marcos Castellanos
16,Michoacán,16052,16050,Lazaro Cardenas
16,Michoacán,16053,16054,Morelia
16,Michoacán,16054,16055,Morelos
16,Michoacán,16055,16056,Mugica
16,Michoacán,16056,16057,Nahuatzen
16,Michoacán,16057,16058,Nocupetaro
16,Michoacán,16058,16059,Nuevo Parangaricutiro
16,Michoacán,16059,16060,Nuevo Urecho
16,Michoacán,16060,16061,Numaran
16,Michoacán,16061,16062,Ocampo
16,Michoacán,16062,16063,Pajacuaran
16,Michoacán,16063,16064,Panindicuaro
16,Michoacán,16064,16065,Paracuaro
16,Michoacán,16065,16066,Paracho
16,Michoacán,16066,16067,Patzcuaro
16,Michoacán,16067,16068,Penjamillo
16,Michoacán,16068,16069,Periban
16,Michoacán,16069,16070,Piedad--La
16,Michoacán,16070,16071,Purepero
16,Michoacán,16071,16072,Puruandiro
16,Michoacán,16072,16073,Querendaro
16,Michoacán,16073,16074,Quiroga
16,Michoacán,16074,16075,Cojumatlan de Regules
16,Michoacán,16075,16076,Reyes--Los
16,Michoacán,16076,16077,Sahuayo
16,Michoacán,16077,16078,San Lucas
16,Michoacán,16078,16079,Santa Ana Maya
16,Michoacán,16079,16080,Salvador Escalante
16,Michoacán,16080,16081,Senguio
16,Michoacán,16081,16082,Susupuato
16,Michoacán,16082,16083,Tacambaro
16,Michoacán,16083,16084,Tancitaro
16,Michoacán,16084,16085,Tangamandapio
16,Michoacán,16085,16086,Tangancicuaro
16,Michoacán,16086,16087,Tanhuato
16,Michoacán,16087,16088,Taretan
16,Michoacán,16088,16089,Tarimbaro
16,Michoacán,16089,16090,Tepalcatepec
16,Michoacán,16090,16091,Tingambato
16,Michoacán,16091,16092,Tingüindin
16,Michoacán,16092,16093,Tiquicheo de Nicolas Romero
16,Michoacán,16093,16094,Tlalpujahua
16,Michoacán,16094,16095,Tlazazalca
16,Michoacán,16095,16096,Tocumbo
16,Michoacán,16096,16097,Tumbiscatio
16,Michoacán,16097,16098,Turicato
16,Michoacán,16098,16099,Tuxpan
16,Michoacán,16099,16100,Tuzantla
16,Michoacán,16100,16101,Tzintzuntzan
16,Michoacán,16101,16102,Tzitzio
16,Michoacán,16102,16103,Uruapan
16,Michoacán,16103,16104,Venustiano Carranza
16,Michoacán,16104,16105,Villamar
16,Michoacán,16105,16106,Vista Hermosa
16,Michoacán,16106,16107,Yurecuaro
16,Michoacán,16107,16108,Zacapu
16,Michoacán,16108,16109,Zamora
16,Michoacán,16109,16110,Zinaparo
16,Michoacán,16110,16111,Zinapecuaro
16,Michoacán,16111,16112,Ziracuaretiro
16,Michoacán,16112,16113,Zitacuaro
16,Michoacán,16113,16046,Jose Sixto Verduzco
17,Morelos,17001,17001,Amacuzac
17,Morelos,17002,17002,Atlatlahucan
17,Morelos,17003,17003,Axochiapan
17,Morelos,17004,17004,Ayala
17,Morelos,17005,17005,Coatlan del Rio
17,Morelos,17006,17006,Cuautla
17,Morelos,17007,17007,Cuernavaca
17,Morelos,17008,17008,Emiliano Zapata
17,Morelos,17009,17009,Huitzilac
17,Morelos,17010,17010,Jantetelco
17,Morelos,17011,17011,Jiutepec
17,Morelos,17012,17012,Jojutla
17,Morelos,17013,17013,Jonacatepec
17,Morelos,17014,17014,Mazatepec
17,Morelos,17015,17015,Miacatlan
17,Morelos,17016,17016,Ocuituco
17,Morelos,17017,17017,Puente de Ixtla
17,Morelos,17018,17018,Temixco
17,Morelos,17019,17019,Tepalcingo
17,Morelos,17020,17020,Tepoztlan
17,Morelos,17021,17021,Tetecala
17,Morelos,17022,17022,Tetela del Volcan
17,Morelos,17023,17023,Tlalnepantla
17,Morelos,17024,17024,Tlaltizapan
17,Morelos,17025,17025,Tlaquiltenango
17,Morelos,17026,17026,Tlayacapan
17,Morelos,17027,17027,Totolapan
17,Morelos,17028,17028,Xochitepec
17,Morelos,17029,17029,Yautepec
17,Morelos,17030,17030,Yecapixtla
17,Morelos,17031,17031,Zacatepec de Hidalgo
17,Morelos,17032,17032,Zacualpan de Amilpas
17,Morelos,17033,17033,Temoac
17,Morelos,17034,17034,Coatetelco
17,Morelos,17035,17035,Xoxocotla
17,Morelos,17036,17036,Hueyapan
18,Nayarit,18001,18001,Acaponeta
18,Nayarit,18002,18002,Ahuacatlan
18,Nayarit,18003,18003,Amatlan de Cañas
18,Nayarit,18004,18005,Compostela
18,Nayarit,18005,18006,Huajicori
18,Nayarit,18006,18007,Ixtlan del Rio
18,Nayarit,18007,18008,Jala
18,Nayarit,18008,18019,Xalisco
18,Nayarit,18009,18009,Nayar--El
18,Nayarit,18010,18010,Rosamorada
18,Nayarit,18011,18011,Ruiz
18,Nayarit,18012,18012,San Blas
18,Nayarit,18013,18013,San Pedro Lagunillas
18,Nayarit,18014,18014,Santa Maria del Oro
18,Nayarit,18015,18015,Santiago Ixcuintla
18,Nayarit,18016,18016,Tecuala
18,Nayarit,18017,18017,Tepic
18,Nayarit,18018,18018,Tuxpan
18,Nayarit,18019,18020,Yesca--La
18,Nayarit,18020,18004,Bahia de Banderas
19,Nuevo León,19001,19001,Abasolo
19,Nuevo León,19002,19002,Agualeguas
19,Nuevo León,19003,19003,Aldamas--Los
19,Nuevo León,19004,19004,Allende
19,Nuevo León,19005,19005,Anahuac
19,Nuevo León,19006,19006,Apodaca
19,Nuevo León,19007,19007,Aramberri
19,Nuevo León,19008,19008,Bustamante
19,Nuevo León,19009,19009,Cadereyta Jimenez
19,Nuevo León,19010,19010,Carmen
19,Nuevo León,19011,19011,Cerralvo
19,Nuevo León,19012,19012,Cienega de Flores
19,Nuevo León,19013,19013,China
19,Nuevo León,19014,19014,Doctor Arroyo
19,Nuevo León,19015,19015,Doctor Coss
19,Nuevo León,19016,19016,Doctor Gonzalez
19,Nuevo León,19017,19017,Galeana
19,Nuevo León,19018,19018,Garcia
19,Nuevo León,19019,19019,San Pedro Garza Garcia
19,Nuevo León,19020,19020,General Bravo
19,Nuevo León,19021,19021,General Escobedo
19,Nuevo León,19022,19022,General Teran
19,Nuevo León,19023,19023,General Treviño
19,Nuevo León,19024,19024,General Zaragoza
19,Nuevo León,19025,19025,General Zuazua
19,Nuevo León,19026,19026,Guadalupe
19,Nuevo León,19027,19027,Herreras--Los
19,Nuevo León,19028,19029,Higueras
19,Nuevo León,19029,19030,Hualahuises
19,Nuevo León,19030,19031,Iturbide
19,Nuevo León,19031,19032,Juarez
19,Nuevo León,19032,19033,Lampazos de Naranjo
19,Nuevo León,19033,19034,Linares
19,Nuevo León,19034,19035,Marin
19,Nuevo León,19035,19036,Melchor Ocampo
19,Nuevo León,19036,19037,Mier y Noriega
19,Nuevo León,19037,19038,Mina
19,Nuevo León,19038,19039,Montemorelos
19,Nuevo León,19039,19040,Monterrey
19,Nuevo León,19040,19041,Paras
19,Nuevo León,19041,19042,Pesqueria
19,Nuevo León,19042,19043,Ramones--Los
19,Nuevo León,19043,19044,Rayones
19,Nuevo León,19044,19045,Sabinas Hidalgo
19,Nuevo León,19045,19046,Salinas Victoria
19,Nuevo León,19046,19047,San Nicolas de los Garza
19,Nuevo León,19047,19028,Hidalgo
19,Nuevo León,19048,19048,Santa Catarina
19,Nuevo León,19049,19049,Santiago
19,Nuevo León,19050,19050,Vallecillo
19,Nuevo León,19051,19051,Villaldama
20,Oaxaca,20001,20001,Abejones
20,Oaxaca,20002,20002,Acatlan de Perez Figueroa
20,Oaxaca,20003,20004,Asuncion Cacalotepec
20,Oaxaca,20004,20005,Asuncion Cuyotepeji
20,Oaxaca,20005,20006,Asuncion Ixtaltepec
20,Oaxaca,20006,20007,Asuncion Nochixtlan
20,Oaxaca,20007,20008,Asuncion Ocotlan
20,Oaxaca,20008,20009,Asuncion Tlacolulita
20,Oaxaca,20009,20011,Ayotzintepec
20,Oaxaca,20010,20012,Barrio de la Soledad--El
20,Oaxaca,20011,20013,Calihuala
20,Oaxaca,20012,20014,Candelaria Loxicha
20,Oaxaca,20013,20017,Cienega de Zimatlan
20,Oaxaca,20014,20041,Ciudad Ixtepec
20,Oaxaca,20015,20018,Coatecas Altas
20,Oaxaca,20016,20019,Coicoyan de las Flores
20,Oaxaca,20017,20020,Compañia--La
20,Oaxaca,20018,20021,Concepcion Buenavista
20,Oaxaca,20019,20022,Concepcion Papalo
20,Oaxaca,20020,20023,Constancia del Rosario
20,Oaxaca,20021,20024,Cosolapa
20,Oaxaca,20022,20025,Cosoltepec
20,Oaxaca,20023,20026,Cuilapam de Guerrero
20,Oaxaca,20024,20027,Cuyamecalco Villa de Zaragoza
20,Oaxaca,20025,20015,Chahuites
20,Oaxaca,20026,20016,Chalcatongo de Hidalgo
20,Oaxaca,20027,20187,Chiquihuitlan de Benito Juarez
20,Oaxaca,20028,20028,Heroica Ciudad de Ejutla de Crespo
20,Oaxaca,20029,20029,Eloxochitlan de Flores Magon
20,Oaxaca,20030,20030,Espinal--El
20,Oaxaca,20031,20540,Tamazulapam del Espiritu Santo
20,Oaxaca,20032,20031,Fresnillo de Trujano
20,Oaxaca,20033,20033,Guadalupe Etla
20,Oaxaca,20034,20032,Guadalupe de Ramirez
20,Oaxaca,20035,20034,Guelatao de Juarez
20,Oaxaca,20036,20035,Guevea de Humboldt
20,Oaxaca,20037,20036,Mesones Hidalgo
20,Oaxaca,20038,20562,Villa Hidalgo
20,Oaxaca,20039,20037,Heroica Ciudad de Huajuapam de Leon
20,Oaxaca,20040,20038,Huautepec
20,Oaxaca,20041,20039,Huautla de Jimenez
20,Oaxaca,20042,20042,Ixtlan de Juarez
20,Oaxaca,20043,20043,Juchitan de Zaragoza
20,Oaxaca,20044,20044,Loma Bonita
20,Oaxaca,20045,20045,Magdalena Apasco
20,Oaxaca,20046,20046,Magdalena Jaltepec
20,Oaxaca,20047,20396,Santa Magdalena Jicotlan
20,Oaxaca,20048,20047,Magdalena Mixtepec
20,Oaxaca,20049,20048,Magdalena Ocotlan
20,Oaxaca,20050,20049,Magdalena Peñasco
20,Oaxaca,20051,20050,Magdalena Teitipac
20,Oaxaca,20052,20051,Magdalena Tequisistlan
20,Oaxaca,20053,20052,Magdalena Tlacotepec
20,Oaxaca,20054,20054,Magdalena Zahuatlan
20,Oaxaca,20055,20055,Mariscala de Juarez
20,Oaxaca,20056,20056,Martires de Tacubaya
20,Oaxaca,20057,20057,Matias Romero
20,Oaxaca,20058,20058,Mazatlan Villa de Flores
20,Oaxaca,20059,20059,Miahuatlan de Porfirio Diaz
20,Oaxaca,20060,20060,Mixistlan de la Reforma
20,Oaxaca,20061,20061,Monjas
20,Oaxaca,20062,20062,Natividad
20,Oaxaca,20063,20063,Nazareno Etla
20,Oaxaca,20064,20064,Nejapa de Madero
20,Oaxaca,20065,20040,Ixpantepec Nieves
20,Oaxaca,20066,20481,Santiago Niltepec
20,Oaxaca,20067,20066,Oaxaca de Juarez
20,Oaxaca,20068,20067,Ocotlan de Morelos
20,Oaxaca,20069,20068,Pe--La
20,Oaxaca,20070,20069,Pinotepa de Don Luis
20,Oaxaca,20071,20070,Pluma Hidalgo
20,Oaxaca,20072,20169,San Jose del Progreso
20,Oaxaca,20073,20071,Putla Villa de Guerrero
20,Oaxaca,20074,20370,Santa Catarina Quioquitani
20,Oaxaca,20075,20072,Reforma de Pineda
20,Oaxaca,20076,20073,Reforma--La
20,Oaxaca,20077,20074,Reyes Etla
20,Oaxaca,20078,20075,Rojas de Cuauhtemoc
20,Oaxaca,20079,20076,Salina Cruz
20,Oaxaca,20080,20077,San Agustin Amatengo
20,Oaxaca,20081,20078,San Agustin Atenango
20,Oaxaca,20082,20079,San Agustin Chayuco
20,Oaxaca,20083,20080,San Agustin de las Juntas
20,Oaxaca,20084,20081,San Agustin Etla
20,Oaxaca,20085,20082,San Agustin Loxicha
20,Oaxaca,20086,20083,San Agustin Tlacotepec
20,Oaxaca,20087,20084,San Agustin Yatareni
20,Oaxaca,20088,20085,San Andres Cabecera Nueva
20,Oaxaca,20089,20086,San Andres Dinicuiti
20,Oaxaca,20090,20087,San Andres Huaxpaltepec
20,Oaxaca,20091,20088,San Andres Huayapam
20,Oaxaca,20092,20089,San Andres Ixtlahuaca
20,Oaxaca,20093,20090,San Andres Lagunas
20,Oaxaca,20094,20091,San Andres Nuxiño
20,Oaxaca,20095,20092,San Andres Paxtlan
20,Oaxaca,20096,20093,San Andres Sinaxtla
20,Oaxaca,20097,20094,San Andres Solaga
20,Oaxaca,20098,20095,San Andres Teotilalpam
20,Oaxaca,20099,20096,San Andres Tepetlapa
20,Oaxaca,20100,20097,San Andres Yaa
20,Oaxaca,20101,20098,San Andres Zabache
20,Oaxaca,20102,20099,San Andres Zautla
20,Oaxaca,20103,20100,San Antonino Castillo Velasco
20,Oaxaca,20104,20101,San Antonino El Alto
20,Oaxaca,20105,20102,San Antonino Monte Verde
20,Oaxaca,20106,20103,San Antonio Acutla
20,Oaxaca,20107,20104,San Antonio de la Cal
20,Oaxaca,20108,20105,San Antonio Huitepec
20,Oaxaca,20109,20106,San Antonio Nanahuatipam
20,Oaxaca,20110,20107,San Antonio Sinicahua
20,Oaxaca,20111,20108,San Antonio Tepetlapa
20,Oaxaca,20112,20109,San Baltazar Chichicapam
20,Oaxaca,20113,20110,San Baltazar Loxicha
20,Oaxaca,20114,20111,San Baltazar Yatzachi El Bajo
20,Oaxaca,20115,20112,San Bartolo Coyotepec
20,Oaxaca,20116,20115,San Bartolome Ayautla
20,Oaxaca,20117,20116,San Bartolome Loxicha
20,Oaxaca,20118,20117,San Bartolome Quialana
20,Oaxaca,20119,20118,San Bartolome Yucuañe
20,Oaxaca,20120,20119,San Bartolome Zoogocho
20,Oaxaca,20121,20113,San Bartolo Soyaltepec
20,Oaxaca,20122,20114,San Bartolo Yautepec
20,Oaxaca,20123,20120,San Bernardo Mixtepec
20,Oaxaca,20124,20121,San Blas Atempa
20,Oaxaca,20125,20122,San Carlos Yautepec
20,Oaxaca,20126,20123,San Cristobal Amatlan
20,Oaxaca,20127,20124,San Cristobal Amoltepec
20,Oaxaca,20128,20125,San Cristobal Lachirioag
20,Oaxaca,20129,20126,San Cristobal Suchixtlahuaca
20,Oaxaca,20130,20127,San Dionisio del Mar
20,Oaxaca,20131,20128,San Dionisio Ocotepec
20,Oaxaca,20132,20129,San Dionisio Ocotlan
20,Oaxaca,20133,20130,San Esteban Atatlahuca
20,Oaxaca,20134,20131,San Felipe Jalapa de Diaz
20,Oaxaca,20135,20132,San Felipe Tejalapam
20,Oaxaca,20136,20133,San Felipe Usila
20,Oaxaca,20137,20134,San Francisco Cahuacua
20,Oaxaca,20138,20135,San Francisco Cajonos
20,Oaxaca,20139,20136,San Francisco Chapulapa
20,Oaxaca,20140,20137,San Francisco Chindua
20,Oaxaca,20141,20138,San Francisco del Mar
20,Oaxaca,20142,20139,San Francisco Huehuetlan
20,Oaxaca,20143,20140,San Francisco Ixhuatan
20,Oaxaca,20144,20141,San Francisco Jaltepetongo
20,Oaxaca,20145,20142,San Francisco Lachigolo
20,Oaxaca,20146,20143,San Francisco Logueche
20,Oaxaca,20147,20144,San Francisco Nuxaño
20,Oaxaca,20148,20145,San Francisco Ozolotepec
20,Oaxaca,20149,20146,San Francisco Sola
20,Oaxaca,20150,20147,San Francisco Telixtlahuaca
20,Oaxaca,20151,20148,San Francisco Teopan
20,Oaxaca,20152,20149,San Francisco Tlapancingo
20,Oaxaca,20153,20150,San Gabriel Mixtepec
20,Oaxaca,20154,20151,San Ildefonso Amatlan
20,Oaxaca,20155,20152,San Ildefonso Sola
20,Oaxaca,20156,20153,San Ildefonso Villa Alta
20,Oaxaca,20157,20154,San Jacinto Amilpas
20,Oaxaca,20158,20155,San Jacinto Tlacotepec
20,Oaxaca,20159,20156,San Jeronimo Coatlan
20,Oaxaca,20160,20157,San Jeronimo Silacayoapilla
20,Oaxaca,20161,20158,San Jeronimo Sosola
20,Oaxaca,20162,20159,San Jeronimo Taviche
20,Oaxaca,20163,20160,San Jeronimo Tecoatl
20,Oaxaca,20164,20162,San Jorge Nuchita
20,Oaxaca,20165,20163,San Jose Ayuquila
20,Oaxaca,20166,20164,San Jose Chiltepec
20,Oaxaca,20167,20165,San Jose del Peñasco
20,Oaxaca,20168,20166,San Jose Estancia Grande
20,Oaxaca,20169,20167,San Jose Independencia
20,Oaxaca,20170,20168,San Jose Lachiguiri
20,Oaxaca,20171,20170,San Jose Tenango
20,Oaxaca,20172,20171,San Juan Achiutla
20,Oaxaca,20173,20172,San Juan Atepec
20,Oaxaca,20174,20003,Animas Trujano
20,Oaxaca,20175,20173,San Juan Bautista Atatlahuca
20,Oaxaca,20176,20174,San Juan Bautista Coixtlahuaca
20,Oaxaca,20177,20175,San Juan Bautista Cuicatlan
20,Oaxaca,20178,20176,San Juan Bautista Guelache
20,Oaxaca,20179,20177,San Juan Bautista Jayacatlan
20,Oaxaca,20180,20178,San Juan Bautista Lo de Soto
20,Oaxaca,20181,20179,San Juan Bautista Suchitepec
20,Oaxaca,20182,20181,San Juan Bautista Tlacoatzintepec
20,Oaxaca,20183,20180,San Juan Bautista Tlachichilco
20,Oaxaca,20184,20182,San Juan Bautista Tuxtepec
20,Oaxaca,20185,20184,San Juan Cacahuatepec
20,Oaxaca,20186,20188,San Juan Cieneguilla
20,Oaxaca,20187,20189,San Juan Coatzospam
20,Oaxaca,20188,20190,San Juan Colorado
20,Oaxaca,20189,20191,San Juan Comaltepec
20,Oaxaca,20190,20192,San Juan Cotzocon
20,Oaxaca,20191,20185,San Juan Chicomezuchil
20,Oaxaca,20192,20186,San Juan Chilateca
20,Oaxaca,20193,20194,San Juan del Estado
20,Oaxaca,20194,20195,San Juan del Rio
20,Oaxaca,20195,20196,San Juan Diuxi
20,Oaxaca,20196,20197,San Juan Evangelista Analco
20,Oaxaca,20197,20198,San Juan Guelavia
20,Oaxaca,20198,20199,San Juan Guichicovi
20,Oaxaca,20199,20200,San Juan Ihualtepec
20,Oaxaca,20200,20201,San Juan Juquila Mixes
20,Oaxaca,20201,20202,San Juan Juquila Vijanos
20,Oaxaca,20202,20203,San Juan Lachao
20,Oaxaca,20203,20204,San Juan Lachigalla
20,Oaxaca,20204,20205,San Juan Lajarcia
20,Oaxaca,20205,20206,San Juan Lalana
20,Oaxaca,20206,20193,San Juan de los Cues
20,Oaxaca,20207,20207,San Juan Mazatlan
20,Oaxaca,20208,20208,San Juan Mixtepec – Dis. 08 -
20,Oaxaca,20209,20209,San Juan Mixtepec – Dis. 26 -
20,Oaxaca,20210,20210,San Juan Ñumi
20,Oaxaca,20211,20211,San Juan Ozolotepec
20,Oaxaca,20212,20212,San Juan Petlapa
20,Oaxaca,20213,20213,San Juan Quiahije
20,Oaxaca,20214,20214,San Juan Quiotepec
20,Oaxaca,20215,20215,San Juan Sayultepec
20,Oaxaca,20216,20216,San Juan Tabaa
20,Oaxaca,20217,20217,San Juan Tamazola
20,Oaxaca,20218,20218,San Juan Teita
20,Oaxaca,20219,20219,San Juan Teitipac
20,Oaxaca,20220,20220,San Juan Tepeuxila
20,Oaxaca,20221,20221,San Juan Teposcolula
